date,model,rolling_12m_annual_return
2002-02-28,Torch (gamma 5.0),0.2699620782059058
2002-03-28,Torch (gamma 5.0),0.3560314575022052
2002-04-30,Torch (gamma 5.0),0.21406041296924094
2002-05-31,Torch (gamma 5.0),0.18649450100247633
2002-06-28,Torch (gamma 5.0),0.13569495681363475
2002-07-31,Torch (gamma 5.0),0.08277944727550235
2002-08-30,Torch (gamma 5.0),0.1549290340247953
2002-09-30,Torch (gamma 5.0),0.12381708646453404
2002-10-31,Torch (gamma 5.0),0.13081019122614523
2002-11-29,Torch (gamma 5.0),0.10992755487706418
2002-12-31,Torch (gamma 5.0),0.04342053066137308
2003-01-31,Torch (gamma 5.0),-0.008693552087518208
2003-02-28,Torch (gamma 5.0),-0.053367962133995306
2003-03-31,Torch (gamma 5.0),-0.09064299371285711
2003-04-30,Torch (gamma 5.0),-0.024696153577022706
2003-05-30,Torch (gamma 5.0),0.06643514262718164
2003-06-30,Torch (gamma 5.0),0.12097958505488737
2003-07-31,Torch (gamma 5.0),0.18278310677907617
2003-08-29,Torch (gamma 5.0),0.16522592167517303
2003-09-30,Torch (gamma 5.0),0.2861108956777447
2003-10-31,Torch (gamma 5.0),0.31250199400362266
2003-11-28,Torch (gamma 5.0),0.2301535594900057
2003-12-31,Torch (gamma 5.0),0.27631561026432516
2004-01-30,Torch (gamma 5.0),0.3378905671611172
2004-02-27,Torch (gamma 5.0),0.41279355868703593
2004-03-31,Torch (gamma 5.0),0.3939914192558167
2004-04-30,Torch (gamma 5.0),0.24583820802581968
2004-05-28,Torch (gamma 5.0),0.15874949817003925
2004-06-30,Torch (gamma 5.0),0.1890836368054718
2004-07-30,Torch (gamma 5.0),0.13127163001220454
2004-08-31,Torch (gamma 5.0),0.10904503005673738
2004-09-30,Torch (gamma 5.0),0.15883655970146138
2004-10-29,Torch (gamma 5.0),0.1267773260141951
2004-11-30,Torch (gamma 5.0),0.1750245855331043
2004-12-31,Torch (gamma 5.0),0.17727209697869983
2005-01-31,Torch (gamma 5.0),0.15561700548567958
2005-02-28,Torch (gamma 5.0),0.15336574863005525
2005-03-31,Torch (gamma 5.0),0.1557659753381897
2005-04-29,Torch (gamma 5.0),0.16818920080941635
2005-05-31,Torch (gamma 5.0),0.19625549822878985
2005-06-30,Torch (gamma 5.0),0.20778840868519888
2005-07-29,Torch (gamma 5.0),0.30677166754069396
2005-08-31,Torch (gamma 5.0),0.29262483083164614
2005-09-30,Torch (gamma 5.0),0.2541200649924198
2005-10-31,Torch (gamma 5.0),0.17293088385365385
2005-11-30,Torch (gamma 5.0),0.1380027491407223
2005-12-30,Torch (gamma 5.0),0.12451041472433477
2006-01-31,Torch (gamma 5.0),0.1794864962267475
2006-02-28,Torch (gamma 5.0),0.14190093445187224
2006-03-31,Torch (gamma 5.0),0.16108934666137942
2006-04-28,Torch (gamma 5.0),0.18411587778230043
2006-05-31,Torch (gamma 5.0),0.0993923541423698
2006-06-30,Torch (gamma 5.0),0.06548979112407682
2006-07-31,Torch (gamma 5.0),-0.008741603597821612
2006-08-31,Torch (gamma 5.0),0.000840906475911618
2006-09-29,Torch (gamma 5.0),0.006051901332722487
2006-10-31,Torch (gamma 5.0),0.09014328408432948
2006-11-30,Torch (gamma 5.0),0.07869929307927959
2006-12-29,Torch (gamma 5.0),0.08511166350621768
2007-01-31,Torch (gamma 5.0),0.04756471841472343
2007-02-28,Torch (gamma 5.0),0.0451307018869358
2007-03-30,Torch (gamma 5.0),0.05073519047061548
2007-04-30,Torch (gamma 5.0),0.08976656462388277
2007-05-31,Torch (gamma 5.0),0.15834912755715091
2007-06-29,Torch (gamma 5.0),0.107367817252086
2007-07-31,Torch (gamma 5.0),0.09004295321631672
2007-08-31,Torch (gamma 5.0),0.07591397167640324
2007-09-28,Torch (gamma 5.0),0.09867134854415549
2007-10-31,Torch (gamma 5.0),0.11310890233731552
2007-11-30,Torch (gamma 5.0),0.05684300965136502
2007-12-31,Torch (gamma 5.0),0.049496517390348105
2008-01-31,Torch (gamma 5.0),-0.056394517817351164
2008-02-29,Torch (gamma 5.0),-0.031100572251944625
2008-03-31,Torch (gamma 5.0),-0.0754991062801813
2008-04-30,Torch (gamma 5.0),-0.06370205159454667
2008-05-30,Torch (gamma 5.0),-0.03717529832399924
2008-06-30,Torch (gamma 5.0),-0.11770359779918804
2008-07-31,Torch (gamma 5.0),-0.07467886191798812
2008-08-29,Torch (gamma 5.0),-0.0740862324212137
2008-09-30,Torch (gamma 5.0),-0.192258240735803
2008-10-31,Torch (gamma 5.0),-0.4032398827307201
2008-11-28,Torch (gamma 5.0),-0.45541113524830557
2008-12-31,Torch (gamma 5.0),-0.39793657845788843
2009-01-30,Torch (gamma 5.0),-0.41062329117013197
2009-02-27,Torch (gamma 5.0),-0.5171010383543737
2009-03-31,Torch (gamma 5.0),-0.44968583637622206
2009-04-30,Torch (gamma 5.0),-0.3866397786017931
2009-05-29,Torch (gamma 5.0),-0.39693659419921556
2009-06-30,Torch (gamma 5.0),-0.28580457487097355
2009-07-31,Torch (gamma 5.0),-0.2469596477831948
2009-08-31,Torch (gamma 5.0),-0.2218957136413755
2009-09-30,Torch (gamma 5.0),-0.11871917684684963
2009-10-30,Torch (gamma 5.0),0.12890456954392482
2009-11-30,Torch (gamma 5.0),0.33884760882170295
2009-12-31,Torch (gamma 5.0),0.2569409459727534
2010-01-29,Torch (gamma 5.0),0.38876770957399964
2010-02-26,Torch (gamma 5.0),0.7258571994860568
2010-03-31,Torch (gamma 5.0),0.6382093639017823
2010-04-30,Torch (gamma 5.0),0.4519004003995013
2010-05-28,Torch (gamma 5.0),0.31599621162119784
2010-06-30,Torch (gamma 5.0),0.20866359098060894
2010-07-30,Torch (gamma 5.0),0.20710323394103725
2010-08-31,Torch (gamma 5.0),0.09817455066190339
2010-09-30,Torch (gamma 5.0),0.16193606084962342
2010-10-29,Torch (gamma 5.0),0.21954177618881032
2010-11-30,Torch (gamma 5.0),0.19687233198559362
2010-12-31,Torch (gamma 5.0),0.21226418474991582
2011-01-31,Torch (gamma 5.0),0.2346883433280995
2011-02-28,Torch (gamma 5.0),0.23947651147786986
2011-03-31,Torch (gamma 5.0),0.18241321267301513
2011-04-29,Torch (gamma 5.0),0.18426090185564203
2011-05-31,Torch (gamma 5.0),0.25519856797655294
2011-06-30,Torch (gamma 5.0),0.3208432738887992
2011-07-29,Torch (gamma 5.0),0.21320780046736454
2011-08-31,Torch (gamma 5.0),0.24497769038831496
2011-09-30,Torch (gamma 5.0),0.03468193853727297
2011-10-31,Torch (gamma 5.0),0.13445645894334546
2011-11-30,Torch (gamma 5.0),0.11166557162504986
2011-12-30,Torch (gamma 5.0),0.0264435639511873
2012-01-31,Torch (gamma 5.0),0.0833487095536769
2012-02-29,Torch (gamma 5.0),0.08011578640700079
2012-03-30,Torch (gamma 5.0),0.10866298652440887
2012-04-30,Torch (gamma 5.0),0.07960670409411019
2012-05-31,Torch (gamma 5.0),0.012844430183625244
2012-06-29,Torch (gamma 5.0),0.03592068364150758
2012-07-31,Torch (gamma 5.0),0.07053910080196113
2012-08-31,Torch (gamma 5.0),0.15556046737040252
2012-09-28,Torch (gamma 5.0),0.311828378796984
2012-10-31,Torch (gamma 5.0),0.13416088710934915
2012-11-30,Torch (gamma 5.0),0.14759910986418578
2012-12-31,Torch (gamma 5.0),0.18483911150358012
2013-01-31,Torch (gamma 5.0),0.2254438582713605
2013-02-28,Torch (gamma 5.0),0.18083787473225765
2013-03-28,Torch (gamma 5.0),0.19718174347409456
2013-04-30,Torch (gamma 5.0),0.21801707078533106
2013-05-31,Torch (gamma 5.0),0.34270780462445205
2013-06-28,Torch (gamma 5.0),0.28995094066378746
2013-07-31,Torch (gamma 5.0),0.3841996945746371
2013-08-30,Torch (gamma 5.0),0.3225411302335057
2013-09-30,Torch (gamma 5.0),0.37190177513386447
2013-10-31,Torch (gamma 5.0),0.4150100774467753
2013-11-29,Torch (gamma 5.0),0.41195548981787944
2013-12-31,Torch (gamma 5.0),0.4283470058580663
2014-01-31,Torch (gamma 5.0),0.28446989449459736
2014-02-28,Torch (gamma 5.0),0.3451442546525829
2014-03-31,Torch (gamma 5.0),0.2592634694298275
2014-04-30,Torch (gamma 5.0),0.2332447612539823
2014-05-30,Torch (gamma 5.0),0.23458997499878276
2014-06-30,Torch (gamma 5.0),0.2994163302106263
2014-07-31,Torch (gamma 5.0),0.176667916112776
2014-08-29,Torch (gamma 5.0),0.262564554575873
2014-09-30,Torch (gamma 5.0),0.13908428633985448
2014-10-31,Torch (gamma 5.0),0.18194469815567205
2014-11-28,Torch (gamma 5.0),0.20014154063445666
2014-12-31,Torch (gamma 5.0),0.18925689433636017
2015-01-30,Torch (gamma 5.0),0.22886057757896916
2015-02-27,Torch (gamma 5.0),0.23812078269333647
2015-03-31,Torch (gamma 5.0),0.25677640348133646
2015-04-30,Torch (gamma 5.0),0.26348621191411525
2015-05-29,Torch (gamma 5.0),0.24130988734909975
2015-06-30,Torch (gamma 5.0),0.16892955619043448
2015-07-31,Torch (gamma 5.0),0.20671826511403046
2015-08-31,Torch (gamma 5.0),0.08289972494777254
2015-09-30,Torch (gamma 5.0),0.11324227696852529
2015-10-30,Torch (gamma 5.0),0.12142213060760265
2015-11-30,Torch (gamma 5.0),0.09730951587378556
2015-12-31,Torch (gamma 5.0),0.05426535077604977
2016-01-29,Torch (gamma 5.0),-0.0694531182830126
2016-02-29,Torch (gamma 5.0),-0.12438673808421652
2016-03-31,Torch (gamma 5.0),-0.06911405767701562
2016-04-29,Torch (gamma 5.0),-0.07736503109225856
2016-05-31,Torch (gamma 5.0),-0.06055601510099207
2016-06-30,Torch (gamma 5.0),-0.02781295815164564
2016-07-29,Torch (gamma 5.0),-0.01022302090000382
2016-08-31,Torch (gamma 5.0),0.0482298664476577
2016-09-30,Torch (gamma 5.0),0.06943269455886125
2016-10-31,Torch (gamma 5.0),-0.0367338862718416
2016-11-30,Torch (gamma 5.0),0.027643858642589336
2016-12-30,Torch (gamma 5.0),0.061999885953949674
2017-01-31,Torch (gamma 5.0),0.20957533315434795
2017-02-28,Torch (gamma 5.0),0.23708197103219808
2017-03-31,Torch (gamma 5.0),0.17244409448243947
2017-04-28,Torch (gamma 5.0),0.18571067343592151
2017-05-31,Torch (gamma 5.0),0.17419483229595079
2017-06-30,Torch (gamma 5.0),0.18415114847267366
2017-07-31,Torch (gamma 5.0),0.1835018960375827
2017-08-31,Torch (gamma 5.0),0.19454287316164187
2017-09-29,Torch (gamma 5.0),0.20944090260867898
2017-10-31,Torch (gamma 5.0),0.2782253148500078
2017-11-30,Torch (gamma 5.0),0.23560950794333468
2017-12-29,Torch (gamma 5.0),0.2539501087471303
2018-01-31,Torch (gamma 5.0),0.30056467605516035
2018-02-28,Torch (gamma 5.0),0.24666981484916595
2018-03-29,Torch (gamma 5.0),0.23060750587179002
2018-04-30,Torch (gamma 5.0),0.24073013296475598
2018-05-31,Torch (gamma 5.0),0.26973588399669746
2018-06-29,Torch (gamma 5.0),0.2316218372133838
2018-07-31,Torch (gamma 5.0),0.23457818576233413
2018-08-31,Torch (gamma 5.0),0.2322314973467421
2018-09-28,Torch (gamma 5.0),0.20340804240904298
2018-10-31,Torch (gamma 5.0),0.09678277411195735
2018-11-30,Torch (gamma 5.0),0.04303026730155746
2018-12-31,Torch (gamma 5.0),-0.08779011689455485
2019-01-31,Torch (gamma 5.0),-0.054527323685821916
2019-02-28,Torch (gamma 5.0),0.001239188433326932
2019-03-29,Torch (gamma 5.0),0.016290998696907755
2019-04-30,Torch (gamma 5.0),0.02676443707017029
2019-05-31,Torch (gamma 5.0),-0.0678170691395591
2019-06-28,Torch (gamma 5.0),0.014139470099050921
2019-07-31,Torch (gamma 5.0),0.005501477635874608
2019-08-30,Torch (gamma 5.0),-0.03138736350053706
2019-09-30,Torch (gamma 5.0),-0.008298144094401994
2019-10-31,Torch (gamma 5.0),0.091547005143368
2019-11-29,Torch (gamma 5.0),0.15151119228715748
2019-12-31,Torch (gamma 5.0),0.35713813594732646
2020-01-31,Torch (gamma 5.0),0.2236789294064483
2020-02-28,Torch (gamma 5.0),0.0651086630803106
2020-03-31,Torch (gamma 5.0),-0.10852183765122136
2020-04-30,Torch (gamma 5.0),-0.00468987081185912
2020-05-29,Torch (gamma 5.0),0.024097032706184462
2020-06-30,Torch (gamma 5.0),-0.01046485910861572
2020-07-31,Torch (gamma 5.0),0.04381252901457833
2020-08-31,Torch (gamma 5.0),0.1936507931664775
2020-09-30,Torch (gamma 5.0),0.1536596205562648
2020-10-30,Torch (gamma 5.0),0.055840940050411625
2020-11-30,Torch (gamma 5.0),0.1997725492017719
2020-12-31,Torch (gamma 5.0),0.23086998639908152
2021-01-29,Torch (gamma 5.0),0.4437320546104584
2021-02-26,Torch (gamma 5.0),0.5078893064551322
2021-03-31,Torch (gamma 5.0),0.7746899127471929
2021-04-30,Torch (gamma 5.0),0.6346312510055698
2021-05-28,Torch (gamma 5.0),0.6846319446775215
2021-06-30,Torch (gamma 5.0),0.6388309553062774
2021-07-30,Torch (gamma 5.0),0.5617584884300082
2021-08-31,Torch (gamma 5.0),0.4099317628909487
2021-09-30,Torch (gamma 5.0),0.3870008223893906
2021-10-29,Torch (gamma 5.0),0.6327189337707522
2021-11-30,Torch (gamma 5.0),0.3820424520879302
2021-12-31,Torch (gamma 5.0),0.3040349338906867
2022-01-31,Torch (gamma 5.0),0.10219112709455236
2022-02-28,Torch (gamma 5.0),0.15891383598702702
2022-03-31,Torch (gamma 5.0),0.20720466634767165
2022-04-29,Torch (gamma 5.0),0.037255895274255435
2022-05-31,Torch (gamma 5.0),0.10888972735926616
2022-06-30,Torch (gamma 5.0),-0.06387551455766871
2022-07-29,Torch (gamma 5.0),0.022992853736976127
2022-08-31,Torch (gamma 5.0),-0.00948865462869275
2022-09-30,Torch (gamma 5.0),-0.11663151465760135
2022-10-31,Torch (gamma 5.0),-0.10486689334657684
2022-11-30,Torch (gamma 5.0),-0.04612033648259539
2022-12-30,Torch (gamma 5.0),-0.15314072683333046
2023-01-31,Torch (gamma 5.0),-0.028901865524608827
2023-02-28,Torch (gamma 5.0),-0.048704056658326
2023-03-31,Torch (gamma 5.0),-0.0505814174203445
2023-04-28,Torch (gamma 5.0),0.047763202440913144
2023-05-31,Torch (gamma 5.0),-0.019463142517037513
2023-06-30,Torch (gamma 5.0),0.24403962560991044
2023-07-31,Torch (gamma 5.0),0.17478207177535454
2023-08-31,Torch (gamma 5.0),0.16352172808496968
2023-09-29,Torch (gamma 5.0),0.2741142534169052
2023-10-31,Torch (gamma 5.0),0.10268644138079286
2023-11-30,Torch (gamma 5.0),0.1474223485168793
2023-12-29,Torch (gamma 5.0),0.357164587465161
2024-01-31,Torch (gamma 5.0),0.23266639642311926
2024-02-29,Torch (gamma 5.0),0.35496607773617406
2024-03-28,Torch (gamma 5.0),0.3593777268759306
2024-04-30,Torch (gamma 5.0),0.29921671768308045
2024-05-31,Torch (gamma 5.0),0.37689022989693366
2024-06-28,Torch (gamma 5.0),0.3126448023251276
2024-07-31,Torch (gamma 5.0),0.24353072432271272
2024-08-30,Torch (gamma 5.0),0.28768518972551327
2024-09-30,Torch (gamma 5.0),0.3899922120348618
2024-10-31,Torch (gamma 5.0),0.47171899901018355
2024-11-29,Torch (gamma 5.0),0.41999518119111934
